"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Fulvous Whistling-Duck","Dendrocygna bicolor","fuwduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Fulvous Whistling-Duck","Dendrocygna bicolor","Fulvous Whistling-duck","Dendrocygna bicolor","Least Concern","Schedule-I","","Appendix II",500,"Fulvous Whistling Duck","Dendrocygna bicolor","avibase-9A60617E",1,5.85,1,0.114404894,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Lesser Whistling-Duck","Dendrocygna javanica","lewduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Lesser Whistling-Duck","Dendrocygna javanica","Lesser Whistling-duck","Dendrocygna javanica","Least Concern","Schedule-II","","Appendix II",10000,"Lesser Whistling Duck","Dendrocygna javanica","avibase-BD683E6E",1,5.55,1,0.368219476,2,"X","X","X",282,0.0460992907801418,0.385195035460993,0.606382978723404,10.8191489361702,0.697445972646461,56.8031746385276,63.2570777788826,70.567728829823,54.1029636827695,61.139332896543,69.1849646262556,51.5205856556881,59.1166781859774,67.894580945545,49.0207728948141,57.124883734021,66.6304804473534,46.6461673277377,55.2220705536439,65.3861647676438,44.4001794541844,53.3643361055651,64.1172532758457,42.2331928121574,51.5775747018759,62.9490827868219,40.2201966468276,49.8213944844217,61.7519533539945,NA,NA,NA,-25.4456354627202,1.532595766738,47.094481145121,-6.27669032306817,-4.19793251680929,-2.11917471055041,246229,246415,246601,"Trend Inconclusive","Decline",NA,"Low","Stable","Trend Inconclusive",NA,"Low"
"Bar-headed Goose","Anser indicus","bahgoo","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",1,NA,NA,"Bar-headed Goose","Anser indicus","Bar-headed Goose","Anser indicus","Least Concern","Schedule-II","","Appendix II",NA,"Bar-headed Goose","Anser indicus","avibase-B7159EF0",1,10.46,1,0.332840659,3,"","X","X",116,0.00862068965517241,0.323275862068966,0.405172413793103,11.5258620689655,1.06179270292749,29.9511744345918,39.754188671549,52.9257958915123,26.6588141242156,36.7272345857451,50.7574589122981,23.6730691417894,33.9307050428969,48.772370895979,20.9996661393634,31.3175860843007,46.8352556410318,18.6339825254564,28.9315140131412,45.0330299190862,16.5351782904453,26.7475175347011,43.3184338965142,14.6639911289309,24.6733457667414,41.7202288474248,13.0023188947363,22.7919180519023,40.1459716483776,NA,NA,NA,NA,NA,NA,-7.73291130476426,-4.92330081419826,-2.11369032363226,111816,112010,112204,"Insufficient Data","Trend Inconclusive",NA,"Low","Insufficient Data","Rapid Decline",NA,"Moderate"
"Graylag Goose","Anser anser","gragoo","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Greylag Goose","Anser anser","Greylag Goose","Anser anser","Least Concern","Schedule-II","","Appendix II",250,"Greylag Goose","Anser anser","avibase-4AED44E8",1,9.76,1,0.076884451,4,"","","X",49,NA,0.227040816326531,0.510204081632653,13.6734693877551,1.45872090088086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44277,44422,44567,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Greater White-fronted Goose","Anser albifrons","gwfgoo","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Greater White-fronted Goose","Anser albifrons","Greater White-fronted Goose","Anser albifrons","Least Concern","Schedule-II","","Appendix II",NA,"Greater White-fronted Goose","Anser albifrons","avibase-466E9077",1,9.71,1,0.020754927,5,"","","",3,NA,NA,NA,11,6.78963916567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser White-fronted Goose","Anser erythropus","lwfgoo","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Lesser White-fronted Goose","Anser erythropus","Lesser White-fronted Goose","Anser erythropus","Vulnerable","Schedule-II","","Appendix I",NA,"Lesser White-fronted Goose","Anser erythropus","avibase-184D2329",1,9.29,1,NA,6,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","taibeg1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Taiga Bean-Goose","Anser fabalis","Bean Goose","Anser fabalis","Least Concern","Schedule-II","","Appendix II",NA,"Taiga Bean Goose","Anser fabalis","avibase-BDB497A3",NA,8.28,2,NA,7,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","tunbeg1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Tundra Bean-Goose","Anser serrirostris","Not at species rank","Anser fabalis serrirostris","Not recognized","Schedule-II","","Appendix II",NA,"Tundra Bean Goose","Anser serrirostris","avibase-AD849FCB",1,11.86,2,NA,8,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barnacle Goose","Branta leucopsis","bargoo","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Barnacle Goose","Branta leucopsis","Barnacle Goose","Branta leucopsis","Least Concern","Recent addition","","Appendix II",NA,"Barnacle Goose","Branta leucopsis","avibase-3163ED86",NA,11.86,1,NA,9,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","rebgoo1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Red-breasted Goose","Branta ruficollis","Red-breasted Goose","Branta ruficollis","Vulnerable","Schedule-II","Appendix II","Appendix I",NA,"Red-breasted Goose","Branta ruficollis","avibase-0D280B3F",NA,10.76,1,NA,10,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","mutswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Mute Swan","Cygnus olor","Mute Swan","Cygnus olor","Least Concern","Schedule-II","","Appendix II",NA,"Mute Swan","Cygnus olor","avibase-694C127A",NA,12.42,1,NA,11,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","tunswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Tundra Swan","Cygnus columbianus","Tundra Swan","Cygnus columbianus","Least Concern","Schedule-II","","Appendix II",NA,"Tundra Swan","Cygnus columbianus","avibase-0BCBA6B9",NA,12.19,1,NA,12,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","whoswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Whooper Swan","Cygnus cygnus","Whooper Swan","Cygnus cygnus","Least Concern","Schedule-II","","Appendix II",NA,"Whooper Swan","Cygnus cygnus","avibase-BDDB5670",NA,9.66,1,NA,13,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","comduc2","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Knob-billed Duck","Sarkidiornis melanotos","Knob-billed Duck","Sarkidiornis melanotos","Least Concern","Schedule-II","Appendix II","Appendix II",250,"Knob-billed Duck","Sarkidiornis melanotos","avibase-3948131B",1,7.38,1,0.052261303,14,"","X","X",162,0.0185185185185185,0.280864197530864,0.407407407407407,11.4876543209877,0.935869806394202,32.6799479968884,42.2143203202953,54.5462927828577,28.5245546671859,38.1620132562361,51.0203975706161,24.8936424240626,34.4306794402998,47.6910038538214,21.6688019547814,31.0541272579609,44.5934816770086,18.8742248836874,28.0594279285501,41.7614794122864,16.4333741128214,25.3479952251037,39.0732986481617,14.3096785194913,22.8684509525363,36.5767191790262,12.4471514681119,20.6453414838734,34.2358204369286,NA,NA,NA,NA,NA,NA,-12.4689489856906,-8.54146909847889,-4.61398921126719,110394,110394,110394,"Insufficient Data","Trend Inconclusive",NA,"Low","Insufficient Data","Rapid Decline",NA,"Moderate"
"Ruddy Shelduck","Tadorna ferruginea","rudshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Ruddy Shelduck","Tadorna ferruginea","Ruddy Shelduck","Tadorna ferruginea","Least Concern","Schedule-II","","Appendix II",500,"Ruddy Shelduck","Tadorna ferruginea","avibase-1F9D883E",1,6.41,1,0.108056476,15,"X","X","X",262,0.0458015267175573,0.368320610687023,0.50763358778626,10.6221374045802,0.69530529699599,32.6200565236332,37.3838012225189,42.69856148754,29.7594170443288,34.7465132870744,40.3486227339112,27.1491038025024,32.2643645716996,38.1569855167767,24.7428975425425,29.9519775115837,36.0968739175255,22.5416781812439,27.791645797318,34.1451883188836,20.5497014795333,25.7985293421783,32.3168075923212,18.7302919442628,23.9590684187171,30.585679866522,17.0636439329175,22.2548396241752,28.9572091818791,NA,NA,NA,-51.4868594544532,-34.0373659863858,-5.4575698210416,-10.1015810159238,-7.52548297826164,-4.94938494059951,176474,176474,176474,"Trend Inconclusive","Rapid Decline",NA,"Moderate","Decline","Rapid Decline",NA,"High"
"Common Shelduck","Tadorna tadorna","comshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Shelduck","Tadorna tadorna","Common Shelduck","Tadorna tadorna","Least Concern","Schedule-II","","Appendix II",1000,"Common Shelduck","Tadorna tadorna","avibase-5EAB32D3",1,10.05,1,0.009668316,16,"","","",1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","copgoo1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Cotton Pygmy-Goose","Nettapus coromandelianus","Cotton Pygmy-goose","Nettapus coromandelianus","Least Concern","Schedule-I","","Appendix II",1000,"Cotton Pygmy Goose","Nettapus coromandelianus","avibase-90AAE188",1,4.73,1,0.266820641,17,"","X","X",174,0.0517241379310345,0.369252873563218,0.488505747126437,11.9655172413793,0.894224204168436,59.0599434402754,68.2556545083111,78.9150715502761,56.1566206258344,66.1386999884714,77.9026790906252,53.388491481664,64.1168843681733,76.9593287810855,50.679645228292,62.0943061445724,76.0949404312679,48.1250942061969,60.2007894120196,75.2578114591499,45.6487457206283,58.3683603957404,74.4199978676108,43.3406960512856,56.5434427071851,73.6331776259846,41.1357139716871,54.8017941908964,72.851050375837,NA,NA,NA,NA,NA,NA,-4.60672304997649,-2.71643491772133,-0.826146785466179,175779,176017,176255,"Insufficient Data","Trend Inconclusive",NA,"Moderate","Insufficient Data","Decline",NA,"Moderate"
"Mandarin Duck","Aix galericulata","manduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Mandarin Duck","Aix galericulata","Mandarin Duck","Aix galericulata","Least Concern","Schedule-II","","Appendix II",NA,"Mandarin Duck","Aix galericulata","avibase-E1714A09",NA,5.1,1,NA,18,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","baitea","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Baikal Teal","Sibirionetta formosa","Baikal Teal","Sibirionetta formosa","Least Concern","Schedule-II","Appendix II","Appendix I",NA,"Baikal Teal","Sibirionetta formosa","avibase-63EABB42",1,5.08,1,NA,19,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","gargan","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Garganey","Spatula querquedula","Garganey","Spatula querquedula","Least Concern","Schedule-II","","Appendix II",NA,"Garganey","Spatula querquedula","avibase-F577BA0F",1,4.33,1,0.068281817,20,"X","X","X",184,0.0706521739130435,0.356657608695652,0.478260869565217,11.375,0.847064982221251,39.1304380382351,46.1366865011549,54.5164201574924,35.3338718757724,42.5991802122217,51.4222571754271,31.8861075354082,39.3347041153232,48.4985326948026,28.7657904569704,36.2919803996959,45.8125001180791,25.926834382311,33.4612681517773,43.2469895762026,23.3509161407673,30.8742815244208,40.8494444776931,21.0321818929674,28.4888677912818,38.6310624242833,18.9583740295466,26.295340052137,36.5126737641119,NA,NA,NA,-54.6726849457553,-28.614587661822,29.826969257917,-12.6115556372575,-9.07512698264532,-5.53869832803317,131879,131879,131879,"Trend Inconclusive","Trend Inconclusive",NA,"Moderate","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Northern Shoveler","Spatula clypeata","norsho","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Shoveler","Spatula clypeata","Northern Shoveler","Spatula clypeata","Least Concern","Schedule-II","","Appendix II",NA,"Northern Shoveler","Spatula clypeata","avibase-ED4CE8E7",1,4.64,1,0.060237558,21,"X","X","X",212,0.0707547169811321,0.337853773584906,0.443396226415094,10.8066037735849,0.803472898283984,34.0054882141927,40.5079882537026,48.4115804218974,30.3308059444359,36.9888198697881,45.2407733076165,27.0180443169165,33.7884349106201,42.3083339138297,24.0972397218286,30.8443057157156,39.5910700492752,21.4933664317518,28.1678748359282,37.0398158049332,19.1316037917455,25.7377342109557,34.6592710498083,17.0197917854194,23.5009553546772,32.4439679966762,15.1649897531946,21.4410972866466,30.3795533223019,NA,NA,NA,-62.0493637514855,-42.6884092155424,-8.2046520618693,-11.7119426744628,-8.63458857367501,-5.55723447288718,191018,191222,191426,"Trend Inconclusive","Trend Inconclusive",NA,"Moderate","Decline","Rapid Decline",NA,"Moderate"
"Gadwall","Mareca strepera","gadwal","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Gadwall","Mareca strepera","Gadwall","Mareca strepera","Least Concern","Schedule-II","","Appendix II",3000,"Gadwall","Mareca strepera","avibase-C235A4D7",1,4.41,1,0.058851355,22,"","X","X",164,0.024390243902439,0.333841463414634,0.414634146341463,11.9451219512195,0.931856188648037,34.846858207117,42.6600040249307,52.3127546007232,31.1447699459883,39.1821751368383,49.4433693454393,27.8652252188141,35.9899095774742,46.7031026793648,24.9030464703571,33.1008410105101,44.1917101229408,22.2634961291541,30.4455977074717,41.8188939326611,19.8775197761822,27.9941609707024,39.5963590804817,17.7533587004584,25.7101476621659,37.449886596046,15.8660784132904,23.6403588668587,35.456600627324,NA,NA,NA,NA,NA,NA,-8.03883669945851,-5.83714068567428,-3.63544467189005,151162,151370,151578,"Insufficient Data","Rapid Decline",NA,"Low","Insufficient Data","Rapid Decline",NA,"Moderate"
"Falcated Duck","Mareca falcata","falduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Falcated Duck","Mareca falcata","Falcated Duck","Mareca falcata","Least Concern","Schedule-II","","Appendix II",NA,"Falcated Duck","Mareca falcata","avibase-978D4485",1,4.73,1,0.038758708,23,"","","X",1,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Wigeon","Mareca penelope","eurwig","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Wigeon","Mareca penelope","Eurasian Wigeon","Mareca penelope","Least Concern","Schedule-II","","Appendix II",2500,"Eurasian Wigeon","Mareca penelope","avibase-15EE0D36",1,4.73,1,0.045892686,24,"","X","X",171,0.0175438596491228,0.338450292397661,0.47953216374269,11.1988304093567,0.895867473808951,39.1784662370657,45.4364310846691,52.674144808049,35.7165962558465,42.228432800659,49.9240832109297,32.5462173238806,39.2111373106054,47.3731866019556,29.6568926822699,36.4526256064765,44.9257339247944,27.0046497108685,33.8671746596644,42.6188496421096,24.5901341403429,31.4845202608624,40.4503245563277,22.3779175951289,29.2738638450314,38.3916036156149,20.368451894617,27.2136513325251,36.4674219365782,NA,NA,NA,NA,NA,NA,-6.47049767973099,-5.09634069980949,-3.72218371988799,169211,169440,169669,"Insufficient Data","Rapid Decline",NA,"Moderate","Insufficient Data","Rapid Decline",NA,"Moderate"
"Indian Spot-billed Duck","Anas poecilorhyncha","isbduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Indian Spot-billed Duck","Anas poecilorhyncha","Indian Spot-billed Duck","Anas poecilorhyncha","Least Concern","Schedule-II","","Appendix II",1000,"Indian Spot-billed Duck","Anas poecilorhyncha","avibase-759C5EB8",1,6.38,2,0.472695361,25,"X","X","X",370,0.0783783783783784,0.436486486486486,0.654054054054054,9.61621621621622,0.587420761319467,67.0434092037222,71.3055156641052,75.7887040353072,64.8879325072821,69.5232614777954,74.5955858214426,62.7348181188668,67.8186764188903,73.4084438005513,60.6577998866834,66.1375760112345,72.260190574383,58.6513352991471,64.4895485714971,71.1207601858186,56.7089466735239,62.9224618688552,70.0157196586672,54.8601210585956,61.3833869064907,68.873325646043,53.032301584841,59.8934065942864,67.7761763175387,NA,NA,NA,-12.3806581665195,12.524295646948,45.171602954326,-4.3919649785694,-3.16365706395878,-1.93534914934816,264776,264856,264936,"Trend Inconclusive","Decline",NA,"Low","Stable","Decline",NA,"Low"
"Eastern Spot-billed Duck","Anas zonorhyncha","spbduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eastern Spot-billed Duck","Anas zonorhyncha","Eastern Spot-billed Duck","Anas zonorhyncha","Least Concern","Schedule-II","","Appendix II",NA,"Eastern Spot-billed Duck","Anas zonorhyncha","avibase-E21470F9",1,6.16,1,NA,26,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","mallar3","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Mallard","Anas platyrhynchos","Mallard","Anas platyrhynchos","Least Concern","Schedule-II","","Appendix II",NA,"Mallard","Anas platyrhynchos","avibase-85625D75",1,6.31,1,0.040458443,27,"","","X",5,0.2,NA,NA,9.6,7.95190140783951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Pintail","Anas acuta","norpin","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Pintail","Anas acuta","Northern Pintail","Anas acuta","Least Concern","Schedule-II","","Appendix II",20000,"Northern Pintail","Anas acuta","avibase-56CCA717",1,5.69,1,0.047391858,28,"X","X","X",210,0.0761904761904762,0.386309523809524,0.547619047619048,11.0952380952381,0.793305750529035,20.3288277210756,24.2791050942675,29.0254919482572,17.5865112191685,21.5020853995954,26.345646255507,15.2160099201616,19.0575129708809,23.9218549656131,13.1624062365315,16.905108217805,21.7244082268481,11.3792022593899,14.9821087194985,19.7387526952906,9.83553583691621,13.2723982015775,17.9406670743706,8.50038191598171,11.7661597362621,16.3042897748414,7.34797687293312,10.4250340712909,14.8283045368144,NA,NA,NA,-85.4214979908427,-80.5455514512062,-73.573379263086,-5.08468489041172,-4.08260514361468,-3.08052539681764,130892,130892,130892,"Rapid Decline","Decline",NA,"High","Trend Inconclusive","Trend Inconclusive",NA,"Low"
